CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,placed,Score,company_offer,skills
8.4,1,2,1,85,4.8,1,1,55,66,1,84,16,"c++, reactJs, problem-solving, postgresql, aws"
8.1,2,3,2,90,4.8,1,1,79,83,1,92,5,"python, html, teamwork, sql, google cloud"
8.7,2,3,2,87,4.8,1,1,55,84,1,89,8,"c, html, teamwork, flask, google cloud"
8.3,2,3,2,90,4.8,1,1,71,84,1,91,4,"python, nodejs, teamwork, mongodb, google cloud"
7.6,1,1,0,76,4.0,0,1,75,70,1,78,32,"python, html, problem-solving, sql, aws"
8.8,1,3,2,83,4.8,1,1,72,84,1,90,7,"ruby, expressjs, problem-solving, postgresql, google cloud"
6.7,1,1,0,82,3.9,0,1,66,66,1,75,22,"c++, html, communication, mongodb, aws"
8.3,2,3,2,90,4.6,1,1,80,83,1,91,1,"ruby, expressjs, teamwork, postgresql, azure"
7.6,1,3,1,68,4.6,1,1,72,83,1,82,18,"javascript, css, communication, oracle, azure"
8.0,2,3,2,83,4.8,1,1,75,84,1,89,11,"c++, expressjs, problem-solving, sql, oracle cloud"
7.6,1,3,0,69,4.3,0,1,73,72,1,79,25,"c, expressjs, leadership, django, aws"
8.1,2,2,0,71,4.4,1,1,78,83,1,84,13,"python, expressjs, teamwork, oracle, azure"
8.6,1,2,0,82,3.7,1,1,77,65,1,81,20,"c++, reactJs, problem-solving, django, azure"
8.7,0,1,2,82,4.5,1,1,73,86,1,85,13,"c, html, problem-solving, nosql, oracle cloud"
7.5,1,2,0,87,4.6,1,1,83,81,1,87,9,"java, css, teamwork, nosql, oracle cloud"
8.5,2,2,2,84,4.5,1,1,81,84,1,89,7,"c++, nodejs, leadership, oracle, aws"
8.2,1,3,2,83,4.7,1,1,75,68,1,86,7,"c, html, teamwork, mongodb, oracle cloud"
8.3,1,3,0,90,4.7,1,1,86,78,1,91,2,"java, javascript, communication, nosql, oracle cloud"
7.1,2,3,2,90,4.4,1,1,77,87,1,87,12,"javascript, html, communication, nosql, azure"
8.7,2,3,3,81,4.2,1,1,87,84,1,89,11,"javascript, reactjs, leadership, postgresql, ibm cloud"
8.4,2,3,2,90,4.7,1,1,76,84,1,92,2,"python, css, communication, nosql, google cloud"
8.4,1,3,1,79,4.1,0,1,83,87,1,86,12,"javascript, nodejs, teamwork, postgresql, aws"
8.4,2,3,2,84,4.5,1,1,78,78,1,89,8,"javascript, expressjs, problem-solving, oracle, google cloud"
8.7,1,3,2,90,4.8,1,1,70,88,1,92,4,"python, reactjs, problem-solving, django, ibm cloud"
8.1,2,3,2,87,4.4,1,1,86,83,1,90,6,"java, reactjs, leadership, postgresql, aws"
8.3,2,2,0,90,4.6,1,1,81,81,1,90,12,"python, reactjs, communication, oracle, aws"
8.1,1,3,2,90,4.6,1,1,79,88,1,90,12,"c++, expressjs, communication, sql, azure"
7.9,1,2,2,90,4.3,1,1,74,88,1,87,12,"javascript, reactJs, problem-solving, mongodb, azure"
7.8,0,3,0,76,3.7,1,1,85,79,1,80,21,"ruby, nodejs, problem-solving, nosql, google cloud"
8.3,0,1,2,84,4.7,1,1,65,64,1,82,16,"javascript, angular, communication, mysql, google cloud"
8.7,1,3,2,90,4.7,1,1,74,86,1,91,3,"c++, html, communication, flask, google cloud"
7.4,0,2,0,71,4.0,0,1,55,73,1,74,31,"javascript, css, communication, nosql, ibm cloud"
8.1,2,3,2,90,4.8,1,1,80,83,1,92,4,"java, reactJs, leadership, nosql, azure"
7.9,2,3,2,90,4.8,1,1,82,84,1,92,2,"python, angular, leadership, sql, azure"
8.1,2,3,2,87,4.6,1,1,85,80,1,90,11,"c, html, problem-solving, sql, azure"
7.7,1,2,0,78,3.6,1,1,55,71,1,75,25,"c++, css, teamwork, sql, google cloud"
7.9,2,3,2,80,4.3,1,1,78,65,1,84,15,"java, html, leadership, sql, aws"
8.3,1,3,2,86,4.8,1,1,66,88,1,89,10,"java, html, problem-solving, oracle, azure"
8.4,1,1,2,81,3.9,1,1,64,84,1,81,14,"javascript, html, teamwork, sql, ibm cloud"
8.1,1,2,3,86,4.5,1,1,88,70,1,87,8,"python, html, leadership, oracle, ibm cloud"
8.2,2,3,1,79,4.8,1,1,79,86,1,89,8,"ruby, css, problem-solving, oracle, google cloud"
8.1,1,3,1,89,4.7,1,1,78,85,1,90,7,"javascript, css, problem-solving, nosql, ibm cloud"
8.6,1,2,0,74,4.4,0,0,55,66,1,80,27,"java, angular, leadership, oracle, google cloud"
8.1,2,3,2,90,4.8,1,1,86,85,1,93,1,"java, html, communication, mysql, google cloud"
7.8,1,3,2,81,4.2,1,1,70,65,1,81,13,"c, html, teamwork, oracle, azure"
8.4,1,3,1,79,4.4,1,1,78,82,1,86,6,"python, reactJs, problem-solving, sql, oracle cloud"
8.0,2,3,2,90,4.8,1,1,87,88,1,93,2,"c, html, problem-solving, flask, aws"
8.1,2,3,2,90,4.8,1,1,70,81,1,90,12,"c, reactJs, communication, oracle, ibm cloud"
7.6,2,3,2,84,4.6,1,1,72,85,1,87,6,"ruby, html, problem-solving, django, google cloud"
8.4,1,2,0,71,4.5,1,1,68,81,1,82,13,"c, reactJs, teamwork, django, google cloud"
8.1,0,3,2,90,4.2,1,1,69,88,1,86,11,"java, reactJs, problem-solving, mongodb, oracle cloud"
8.1,2,3,2,90,4.8,1,1,84,86,1,93,5,"ruby, html, leadership, mongodb, ibm cloud"
7.5,2,2,0,79,4.5,1,1,82,82,1,85,19,"c, nodejs, communication, oracle, aws"
8.4,0,1,0,90,4.6,1,1,84,78,1,87,8,"c++, expressjs, leadership, nosql, oracle cloud"
7.5,0,2,0,82,4.8,1,1,68,64,1,81,20,"javascript, reactJs, problem-solving, django, azure"
8.2,1,3,2,87,4.7,1,1,73,86,1,89,9,"python, html, teamwork, postgresql, oracle cloud"
8.3,1,3,3,86,4.8,1,1,81,86,1,91,3,"ruby, javascript, problem-solving, nosql, azure"
8.4,1,3,2,68,3.6,1,1,72,61,1,76,28,"c++, angular, problem-solving, mysql, ibm cloud"
8.6,1,3,0,81,4.8,1,1,79,71,1,88,10,"c++, reactJs, problem-solving, postgresql, google cloud"
8.3,2,3,2,90,4.8,1,1,77,85,1,92,5,"ruby, reactjs, problem-solving, flask, aws"
7.3,1,3,2,83,4.7,1,1,70,84,1,85,15,"c++, angular, teamwork, postgresql, oracle cloud"
8.4,1,3,2,90,4.7,1,1,79,88,1,91,2,"python, javascript, communication, sql, aws"
8.2,2,2,1,90,4.8,0,1,72,62,1,87,6,"python, reactJs, problem-solving, django, google cloud"
7.4,1,2,2,85,3.5,1,1,57,68,1,75,21,"c, reactjs, communication, nosql, aws"
8.1,1,3,1,88,4.4,0,1,77,87,1,88,10,"c, css, communication, postgresql, azure"
8.4,2,3,2,90,4.5,1,1,85,86,1,92,3,"ruby, html, leadership, flask, ibm cloud"
8.2,2,3,2,87,4.8,1,1,75,72,1,89,6,"javascript, angular, communication, flask, azure"
8.3,1,3,3,90,4.8,1,1,80,81,1,91,3,"java, css, problem-solving, nosql, aws"
8.6,0,3,2,88,4.8,1,1,85,83,1,91,2,"java, reactJs, leadership, django, oracle cloud"
8.0,1,2,0,87,4.4,1,1,87,82,1,87,9,"python, html, leadership, postgresql, aws"
8.0,2,3,2,90,4.7,1,1,70,87,1,90,11,"c++, reactJs, communication, mysql, ibm cloud"
6.5,1,1,0,70,4.8,1,1,79,62,1,77,30,"c++, reactJs, communication, oracle, azure"
8.0,1,1,2,85,4.5,1,1,63,69,1,82,14,"ruby, html, problem-solving, mysql, oracle cloud"
6.6,1,1,1,75,3.6,0,0,61,72,1,71,31,"python, angular, teamwork, flask, aws"
8.1,2,3,1,75,3.7,1,1,86,66,1,81,18,"java, expressjs, communication, postgresql, azure"
6.5,2,3,2,81,3.5,1,0,82,68,1,77,30,"c, reactjs, communication, oracle, ibm cloud"
7.6,0,1,1,85,4.1,0,1,56,68,1,77,32,"java, reactJs, problem-solving, postgresql, ibm cloud"
6.5,1,2,0,79,4.6,1,0,71,75,1,80,22,"c, reactJs, problem-solving, mysql, google cloud"
6.5,0,3,2,90,4.8,1,1,82,86,1,86,12,"ruby, expressjs, teamwork, mysql, ibm cloud"
8.6,2,3,2,90,4.8,1,1,79,82,1,93,4,"python, html, teamwork, django, ibm cloud"
8.4,2,3,0,75,4.8,0,0,64,81,1,86,12,"javascript, html, problem-solving, oracle, oracle cloud"
8.4,1,3,0,77,4.7,1,1,79,84,1,88,11,"c++, javascript, communication, postgresql, google cloud"
6.5,1,1,0,75,4.7,0,1,56,69,1,76,29,"c++, reactJs, teamwork, flask, oracle cloud"
8.4,1,3,2,88,4.8,1,1,80,85,1,91,5,"c++, expressjs, problem-solving, postgresql, ibm cloud"
8.6,2,3,2,90,4.8,1,1,84,85,1,94,3,"ruby, javascript, leadership, nosql, oracle cloud"
8.7,1,3,2,90,4.8,1,1,76,85,1,92,2,"java, css, problem-solving, flask, ibm cloud"
8.1,1,3,1,90,4.8,1,1,74,80,1,90,9,"ruby, javascript, communication, oracle, ibm cloud"
8.7,1,3,2,88,4.8,1,1,83,86,1,92,1,"python, expressjs, communication, oracle, oracle cloud"
7.1,1,2,0,77,3.7,1,1,71,69,1,76,32,"javascript, reactJs, problem-solving, sql, aws"
6.5,0,2,0,78,4.5,0,1,55,68,1,75,21,"c, html, teamwork, postgresql, oracle cloud"
8.0,1,1,0,83,4.7,0,1,60,87,1,84,18,"c++, html, problem-solving, postgresql, google cloud"
7.6,1,3,1,83,4.8,0,0,82,68,1,86,9,"javascript, html, problem-solving, sql, oracle cloud"
8.3,2,3,2,90,4.7,1,1,76,88,1,92,5,"java, angular, teamwork, mongodb, aws"
6.5,0,3,1,67,3.5,1,1,86,72,1,73,30,"java, css, communication, nosql, google cloud"
7.1,1,2,0,84,4.6,0,1,71,61,1,81,14,"java, expressjs, leadership, flask, ibm cloud"
8.4,0,3,2,89,4.1,1,1,70,84,1,86,12,"c++, nodejs, teamwork, mysql, oracle cloud"
8.6,2,3,3,87,4.7,1,1,70,86,1,91,1,"c++, css, leadership, mysql, google cloud"
8.0,1,2,1,81,4.4,1,1,83,84,1,86,11,"c++, html, communication, postgresql, ibm cloud"
8.5,2,2,0,86,4.3,1,1,80,86,1,89,6,"c, css, problem-solving, mongodb, google cloud"
8.2,0,3,0,71,4.7,1,1,76,88,1,85,14,"c++, expressjs, teamwork, django, aws"
6.8,1,2,2,82,3.9,1,1,61,66,1,75,28,"ruby, expressjs, communication, sql, google cloud"
8.6,1,3,1,87,4.6,1,1,77,74,1,89,10,"c++, html, teamwork, mysql, aws"
7.8,2,3,0,82,4.3,1,1,72,88,1,86,11,"c, nodejs, communication, postgresql, aws"
7.5,2,2,0,89,4.8,1,1,72,79,1,87,6,"ruby, reactJs, leadership, postgresql, azure"
7.4,2,1,0,77,4.3,0,0,66,74,1,79,23,"javascript, expressjs, leadership, django, aws"
7.8,0,3,0,69,4.2,1,1,73,71,1,78,28,"python, nodejs, communication, mongodb, aws"
7.7,2,1,1,90,4.5,1,1,56,73,1,83,13,"python, javascript, communication, postgresql, ibm cloud"
7.1,1,2,0,85,4.2,1,1,73,84,1,82,16,"c++, css, communication, django, ibm cloud"
7.5,2,3,1,86,4.4,1,1,71,80,1,86,11,"python, nodejs, leadership, mysql, aws"
7.9,1,3,2,81,4.8,0,1,74,80,1,87,8,"ruby, javascript, communication, django, ibm cloud"
6.6,1,1,1,70,4.6,0,1,55,66,1,74,24,"c, angular, teamwork, sql, google cloud"
8.4,2,3,3,87,4.8,0,1,72,70,1,89,11,"ruby, css, leadership, mysql, oracle cloud"
8.2,1,3,2,90,4.6,1,1,86,85,1,91,1,"java, angular, communication, postgresql, ibm cloud"
8.3,1,3,0,75,3.9,1,1,76,81,1,82,13,"python, nodejs, problem-solving, flask, aws"
8.3,1,2,2,71,4.5,1,1,56,67,1,79,21,"javascript, nodejs, problem-solving, sql, oracle cloud"
7.2,0,2,2,90,4.8,1,1,82,75,1,86,7,"c++, nodejs, leadership, postgresql, aws"
8.4,2,3,2,90,4.8,0,1,70,85,1,91,1,"javascript, reactjs, leadership, flask, azure"
8.1,1,2,0,88,4.6,1,1,82,86,1,89,9,"c++, nodejs, teamwork, postgresql, google cloud"
8.0,0,3,0,88,4.6,1,1,84,70,1,87,6,"c++, angular, problem-solving, flask, google cloud"
8.3,1,2,2,82,4.6,1,1,83,87,1,88,8,"c++, nodejs, communication, django, oracle cloud"
8.1,2,3,2,90,4.7,1,1,78,82,1,91,4,"javascript, css, problem-solving, mongodb, ibm cloud"
8.8,2,3,2,90,4.8,1,1,80,80,1,93,3,"java, angular, communication, postgresql, google cloud"
7.3,1,1,2,66,4.6,0,1,55,70,1,75,21,"ruby, reactjs, problem-solving, mongodb, google cloud"
7.9,0,1,2,86,4.3,0,1,61,63,1,79,27,"c, css, leadership, sql, azure"
8.3,2,3,2,90,4.8,1,1,80,88,1,93,2,"java, html, communication, nosql, aws"
7.4,2,3,2,71,4.8,1,1,85,75,1,85,14,"java, html, problem-solving, django, google cloud"
8.4,1,3,2,90,4.8,1,1,80,78,1,91,3,"javascript, html, leadership, mongodb, ibm cloud"
8.3,1,1,2,88,4.1,1,0,70,80,1,84,17,"javascript, html, communication, mongodb, aws"
6.9,1,2,0,85,4.8,1,1,73,87,1,85,19,"javascript, reactjs, problem-solving, django, oracle cloud"
7.8,1,1,2,82,4.3,1,1,59,65,1,79,26,"java, angular, leadership, flask, google cloud"
8.1,2,3,2,78,4.5,0,1,57,68,1,82,19,"javascript, expressjs, leadership, mysql, azure"
8.6,2,3,0,89,4.8,1,1,83,85,1,93,2,"c, html, problem-solving, oracle, oracle cloud"
8.2,2,3,2,90,4.8,1,1,87,88,1,93,2,"ruby, javascript, communication, mongodb, aws"
8.0,1,2,2,89,4.5,1,1,81,81,1,88,9,"java, angular, teamwork, mongodb, ibm cloud"
8.1,0,1,0,85,4.5,1,1,79,82,1,85,15,"ruby, reactJs, communication, nosql, azure"
8.3,0,3,2,75,3.8,1,1,83,85,1,82,17,"javascript, angular, problem-solving, sql, azure"
7.1,0,1,0,68,3.6,0,1,73,72,1,71,25,"java, reactJs, leadership, flask, oracle cloud"
7.5,1,1,0,81,4.5,0,1,58,76,1,80,22,"c, javascript, problem-solving, sql, ibm cloud"
8.7,2,3,2,90,4.8,1,1,76,85,1,93,4,"javascript, reactjs, leadership, django, oracle cloud"
8.6,1,3,1,83,4.7,1,1,81,87,1,90,7,"c, javascript, communication, nosql, aws"
8.4,0,3,0,84,4.8,1,1,77,84,1,89,10,"javascript, angular, problem-solving, mongodb, ibm cloud"
7.8,2,2,2,81,4.8,1,1,74,88,1,88,12,"python, expressjs, leadership, flask, ibm cloud"
8.3,2,3,2,90,4.8,1,1,81,87,1,93,5,"java, html, problem-solving, mongodb, aws"
7.9,2,3,2,85,4.7,1,1,85,84,1,90,12,"c, javascript, communication, oracle, azure"
7.8,1,3,2,87,4.3,1,1,73,72,1,84,17,"java, angular, problem-solving, oracle, azure"
6.9,1,1,0,70,4.6,1,1,65,82,1,78,27,"java, javascript, leadership, oracle, azure"
8.2,1,2,0,83,4.8,1,0,65,71,1,85,20,"python, angular, teamwork, nosql, ibm cloud"
7.9,1,1,0,81,4.6,1,0,61,68,1,81,13,"python, css, teamwork, django, ibm cloud"
7.8,2,3,1,73,4.3,1,1,82,82,1,84,13,"javascript, nodejs, problem-solving, flask, google cloud"
7.7,1,2,1,85,4.6,1,1,76,83,1,86,10,"python, reactjs, teamwork, nosql, oracle cloud"
8.5,2,2,2,80,4.8,1,1,75,88,1,89,12,"c++, nodejs, problem-solving, mysql, oracle cloud"
8.3,2,3,2,87,4.8,1,1,82,84,1,92,2,"java, expressjs, teamwork, mongodb, google cloud"
8.4,1,3,2,89,4.2,1,1,76,83,1,88,11,"c, html, teamwork, postgresql, azure"
7.9,1,2,2,88,4.8,1,1,70,84,1,88,7,"java, reactJs, leadership, sql, oracle cloud"
7.6,1,2,0,76,3.8,1,1,55,73,1,76,23,"c, html, communication, nosql, oracle cloud"
8.1,2,3,3,90,4.7,1,1,64,83,1,89,6,"c, reactjs, leadership, django, google cloud"
8.5,1,3,2,88,4.2,1,1,87,88,1,90,10,"javascript, nodejs, communication, mysql, ibm cloud"
8.0,2,3,2,90,4.8,1,1,78,87,1,92,5,"c, angular, problem-solving, django, oracle cloud"
8.7,0,1,2,90,4.5,1,1,76,87,1,88,6,"java, expressjs, communication, mongodb, azure"
8.0,2,3,2,90,4.3,1,1,72,84,1,88,7,"javascript, reactJs, problem-solving, django, azure"
7.7,0,2,0,73,4.2,1,1,82,87,1,81,17,"python, reactjs, teamwork, sql, azure"
8.5,2,3,2,89,4.8,1,1,74,83,1,92,5,"c++, angular, communication, sql, aws"
8.7,2,3,2,90,4.8,1,1,79,85,1,93,3,"c++, reactjs, leadership, mongodb, azure"
6.5,1,1,0,80,3.8,0,0,61,65,1,73,27,"c++, javascript, leadership, oracle, azure"
8.6,0,3,2,73,4.2,1,0,73,85,1,83,15,"javascript, css, leadership, django, aws"
7.9,0,3,1,86,4.6,1,0,77,80,1,86,8,"ruby, reactjs, problem-solving, mysql, ibm cloud"
8.1,2,3,2,90,4.8,1,1,80,88,1,92,1,"ruby, reactjs, leadership, postgresql, ibm cloud"
7.5,1,2,2,71,4.1,0,1,72,83,1,79,21,"javascript, expressjs, communication, django, oracle cloud"
8.8,1,1,2,87,4.4,1,1,78,81,1,87,11,"ruby, css, communication, flask, azure"
7.8,0,1,0,79,4.1,0,1,58,65,1,76,31,"java, css, leadership, oracle, aws"
8.3,1,3,2,90,4.8,1,1,86,84,1,92,4,"c++, nodejs, communication, oracle, ibm cloud"
8.4,0,3,0,75,4.6,1,1,73,83,1,85,18,"python, nodejs, problem-solving, mysql, oracle cloud"
8.2,2,3,2,86,4.7,1,1,85,88,1,92,4,"java, css, teamwork, flask, azure"
8.5,2,3,2,90,4.8,1,1,73,88,1,92,2,"c, html, problem-solving, sql, google cloud"
8.7,1,2,2,77,4.3,1,1,79,88,1,86,8,"c, html, leadership, oracle, azure"
8.7,1,2,0,78,4.4,1,1,71,80,1,85,17,"c++, angular, leadership, mysql, ibm cloud"
8.8,2,3,2,90,4.8,1,1,72,88,1,93,4,"c++, expressjs, communication, mysql, aws"
8.4,1,3,3,90,4.7,1,1,78,72,1,89,9,"javascript, html, problem-solving, oracle, google cloud"
8.1,2,3,2,90,4.6,1,1,82,88,1,92,3,"java, javascript, communication, mongodb, azure"
8.1,0,3,2,90,4.7,1,1,82,86,1,90,8,"c, javascript, teamwork, mysql, aws"
7.8,1,1,2,81,4.8,1,1,79,65,1,83,19,"c, expressjs, leadership, mongodb, google cloud"
7.7,1,3,2,90,4.7,1,1,80,84,1,89,9,"javascript, reactJs, communication, postgresql, azure"
8.3,2,3,2,89,4.4,1,1,66,84,1,88,12,"c, css, communication, flask, azure"
8.7,2,1,3,73,4.6,1,1,79,79,1,85,20,"ruby, reactJs, leadership, mongodb, aws"
7.8,2,1,0,84,4.2,1,1,71,65,1,81,15,"javascript, html, communication, django, ibm cloud"
8.3,0,1,0,79,3.5,0,1,70,70,1,76,28,"java, reactjs, communication, django, aws"
8.2,1,3,2,90,4.8,1,1,72,85,1,90,12,"python, html, communication, oracle, oracle cloud"
7.4,0,2,1,83,4.5,1,1,55,68,1,79,28,"java, reactJs, communication, nosql, oracle cloud"
7.8,2,3,2,90,4.3,1,1,80,85,1,89,6,"c++, angular, problem-solving, postgresql, azure"
7.3,1,2,2,79,4.6,0,0,55,68,1,79,29,"c++, html, communication, mongodb, aws"
8.6,2,3,2,90,4.8,1,1,73,80,1,92,1,"c++, reactjs, teamwork, mongodb, azure"
7.7,1,2,0,88,4.8,1,1,70,85,1,87,7,"python, nodejs, problem-solving, flask, azure"
8.7,2,3,0,86,4.8,1,1,70,80,1,91,2,"java, javascript, problem-solving, mysql, oracle cloud"
7.8,2,3,2,90,4.7,1,1,80,86,1,91,4,"c++, html, leadership, sql, ibm cloud"
7.7,2,1,1,79,4.6,1,1,89,87,1,87,6,"ruby, css, teamwork, oracle, oracle cloud"
7.5,1,3,0,86,4.4,1,1,73,83,1,85,14,"python, html, problem-solving, postgresql, aws"
8.3,2,3,2,81,4.8,1,1,70,85,1,89,9,"ruby, html, teamwork, postgresql, aws"
8.5,0,3,2,90,4.8,1,1,87,85,1,92,1,"python, html, teamwork, postgresql, ibm cloud"
8.6,2,3,0,85,4.8,1,1,89,83,1,93,5,"c, css, leadership, nosql, oracle cloud"
8.1,1,2,0,85,4.3,1,1,78,74,1,85,20,"c, reactjs, teamwork, mongodb, ibm cloud"
7.7,1,1,0,84,4.7,1,1,71,63,1,82,18,"c++, reactjs, leadership, nosql, google cloud"
8.1,2,3,2,85,4.6,1,1,80,84,1,90,9,"c, angular, teamwork, postgresql, aws"
6.8,1,1,0,76,4.5,0,0,55,65,1,75,25,"javascript, javascript, problem-solving, django, ibm cloud"
7.8,1,3,0,88,4.8,1,1,77,87,1,90,12,"java, css, communication, nosql, oracle cloud"
8.3,1,3,2,76,4.8,1,1,71,87,1,87,10,"c, html, leadership, flask, aws"
8.5,1,3,1,83,4.7,1,1,55,84,1,86,10,"java, angular, communication, nosql, azure"
7.7,2,3,1,85,4.2,1,0,83,84,1,87,7,"javascript, html, communication, mongodb, oracle cloud"
8.0,2,1,0,83,4.4,0,1,75,73,1,84,13,"python, angular, leadership, postgresql, ibm cloud"
8.2,0,1,2,88,4.6,1,0,75,58,1,83,20,"java, css, problem-solving, oracle, azure"
8.8,2,1,2,85,4.8,1,1,72,84,1,89,10,"javascript, html, problem-solving, django, aws"
8.1,1,3,2,90,4.8,1,1,81,83,1,91,2,"java, reactjs, problem-solving, django, oracle cloud"
7.9,2,3,1,90,4.0,1,1,82,75,1,86,10,"javascript, html, problem-solving, mongodb, aws"
8.6,2,3,2,90,4.3,1,0,78,79,1,90,7,"ruby, angular, leadership, mysql, azure"
8.0,1,3,2,86,4.6,1,1,87,81,1,89,9,"javascript, javascript, problem-solving, sql, ibm cloud"
8.1,2,3,2,90,4.8,1,1,84,88,1,93,3,"java, expressjs, leadership, nosql, oracle cloud"
6.8,1,1,0,78,3.7,0,1,61,65,1,72,29,"c, javascript, teamwork, mongodb, azure"
8.2,0,3,2,87,4.8,1,1,73,87,1,89,11,"ruby, nodejs, problem-solving, mongodb, azure"
6.9,1,1,2,81,4.5,1,1,81,68,1,80,22,"java, html, communication, django, azure"
7.5,1,1,1,77,4.5,1,1,72,86,1,82,17,"c, reactjs, communication, sql, google cloud"
8.1,1,1,2,77,4.8,1,1,73,87,1,85,13,"ruby, html, leadership, oracle, ibm cloud"
8.3,2,3,0,89,4.6,1,1,86,83,1,92,5,"c++, expressjs, communication, sql, oracle cloud"
8.2,1,3,2,90,4.8,1,1,85,86,1,92,3,"python, html, teamwork, mongodb, google cloud"
6.9,1,3,2,82,3.5,1,1,59,60,1,74,29,"javascript, html, problem-solving, flask, azure"
8.7,0,1,3,72,4.8,1,1,85,68,1,83,15,"javascript, reactjs, teamwork, flask, google cloud"
8.3,1,2,0,74,4.7,1,1,88,65,1,84,13,"java, reactJs, teamwork, flask, oracle cloud"
6.9,1,3,2,86,4.4,1,1,79,70,1,83,16,"python, html, teamwork, flask, ibm cloud"
8.3,2,3,0,90,4.6,1,1,78,70,1,89,11,"c, html, teamwork, postgresql, aws"
7.6,1,1,1,70,3.6,1,1,55,74,1,72,29,"java, html, communication, oracle, aws"
8.9,2,1,2,90,3.7,1,1,62,69,1,82,18,"c, reactJs, problem-solving, nosql, azure"
7.5,1,3,0,82,4.5,1,1,74,80,1,85,16,"python, html, teamwork, sql, azure"
8.3,1,2,0,79,4.3,0,1,79,84,1,85,18,"java, reactjs, leadership, sql, aws"
7.7,0,3,2,90,4.8,1,1,76,84,1,88,12,"c, reactjs, problem-solving, flask, aws"
8.6,2,3,2,90,4.8,1,0,74,81,1,92,1,"c++, reactJs, leadership, django, oracle cloud"
8.5,1,1,1,81,4.7,1,1,77,59,1,84,18,"python, angular, leadership, mysql, ibm cloud"
8.4,0,3,2,74,4.5,1,1,81,68,1,83,17,"c, javascript, teamwork, flask, ibm cloud"
8.8,1,3,2,74,4.3,1,1,71,79,1,84,14,"javascript, javascript, communication, oracle, azure"
8.4,1,3,2,87,4.8,0,1,77,84,1,90,8,"python, css, leadership, oracle, oracle cloud"
7.4,1,1,0,78,4.5,1,1,70,78,1,81,13,"ruby, javascript, leadership, nosql, aws"
8.2,1,3,2,90,4.4,1,1,85,84,1,90,6,"c++, reactjs, teamwork, oracle, azure"
8.3,0,1,2,90,4.8,1,1,81,82,1,88,8,"java, reactjs, teamwork, flask, ibm cloud"
8.4,2,2,2,79,4.7,1,1,76,80,1,87,7,"javascript, html, problem-solving, postgresql, google cloud"
7.7,1,3,2,90,4.8,1,1,79,88,1,90,11,"python, angular, communication, postgresql, aws"
8.2,2,3,2,90,4.8,1,1,81,88,1,93,4,"ruby, html, communication, postgresql, aws"
8.4,1,3,2,90,4.8,1,1,80,87,1,92,5,"ruby, angular, problem-solving, nosql, ibm cloud"
7.6,1,3,0,83,4.3,1,1,81,81,1,85,20,"java, expressjs, communication, mongodb, google cloud"
7.5,2,2,3,70,4.2,1,1,71,67,1,78,21,"c, angular, problem-solving, mysql, aws"
8.1,2,3,2,86,4.8,1,1,75,86,1,90,8,"python, nodejs, communication, postgresql, oracle cloud"
7.6,1,2,1,76,4.3,1,1,74,82,1,82,15,"c, angular, leadership, sql, azure"
8.3,2,3,2,81,4.7,1,0,89,85,1,91,2,"python, reactJs, leadership, mysql, ibm cloud"
7.4,1,2,2,83,4.4,1,1,56,64,1,79,23,"javascript, javascript, communication, nosql, oracle cloud"
7.9,0,2,2,85,4.0,1,1,85,88,1,84,13,"ruby, nodejs, problem-solving, mongodb, oracle cloud"
8.2,0,1,2,86,4.4,1,0,79,72,1,83,19,"java, html, problem-solving, postgresql, oracle cloud"
8.6,0,3,2,85,4.6,0,1,55,78,1,85,17,"java, nodejs, communication, mysql, google cloud"
8.1,2,3,2,90,4.8,1,1,78,83,1,91,5,"ruby, expressjs, problem-solving, mysql, azure"
8.5,2,3,0,90,4.8,1,1,73,88,1,92,4,"javascript, expressjs, leadership, flask, aws"
8.6,2,2,2,90,4.8,1,1,72,88,1,91,2,"java, css, problem-solving, mysql, google cloud"
7.7,0,1,0,63,4.0,1,0,67,63,1,72,22,"javascript, html, teamwork, mongodb, aws"
7.7,1,3,0,81,4.1,1,1,77,68,1,82,19,"ruby, angular, leadership, postgresql, ibm cloud"
8.2,0,1,1,80,4.8,1,1,55,85,1,83,19,"c++, angular, leadership, nosql, google cloud"
8.5,2,3,2,90,4.1,1,1,74,81,1,88,8,"java, css, problem-solving, mongodb, oracle cloud"
8.6,0,3,2,89,4.3,1,1,83,68,1,87,9,"java, nodejs, communication, django, azure"
8.5,2,3,0,90,4.7,1,1,84,88,1,93,1,"java, nodejs, teamwork, nosql, google cloud"
7.8,2,3,0,83,4.6,1,1,79,69,1,86,9,"c, javascript, teamwork, flask, oracle cloud"
7.4,1,2,2,80,4.2,1,1,73,66,1,79,31,"c, angular, teamwork, mongodb, azure"
8.0,0,3,2,90,4.8,1,1,81,83,1,90,8,"ruby, html, problem-solving, flask, google cloud"
8.2,0,3,2,82,4.7,0,1,81,82,1,87,11,"python, html, leadership, flask, azure"
6.8,2,2,2,78,4.3,1,1,78,86,1,82,17,"java, css, communication, django, oracle cloud"
8.3,2,3,2,80,4.2,1,1,76,87,1,87,12,"java, expressjs, problem-solving, mysql, oracle cloud"
8.5,1,3,2,88,4.8,1,1,72,83,1,90,12,"ruby, html, problem-solving, mysql, google cloud"
